scenario_id,scenario_class,fixed_130m_truth_T_ref_m2_s,fixed_130m_truth_S_ref,fixed_130m_support_definition,fixed_130m_support_target_spread,archive_note
mega_heterogeneous_storage_00164,heterogeneous storage,5.2641953930595776e-05,0.0011636405261338,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.4596850346647865,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00165,heterogeneous storage,4.730021883393033e-05,0.0009212789216928,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2371266109390768,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00166,heterogeneous storage,5.892129520975368e-05,0.0010040161258097,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.523250629404732,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00167,heterogeneous storage,5.126706552379576e-05,0.0009129639670247,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.1855032194881734,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00168,heterogeneous storage,4.553163130874226e-05,0.0008194348926449,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.1123872720452597,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00169,heterogeneous storage,8.037056752023781e-05,0.0013440441341185,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.7686085227917705,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00170,heterogeneous storage,0.0001029132870116,0.0010581894757622,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.354127043740368,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00171,heterogeneous storage,5.0349924098046e-05,0.0017491481392139,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.286503637210222,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00172,heterogeneous storage,6.013405770208355e-05,0.0004566581484715,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2253653264836035,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00173,heterogeneous storage,4.923373254459924e-05,0.0017648151498276,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2853381480518615,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00174,heterogeneous storage,5.194141269769748e-05,0.0009171175688574,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3998031879455215,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00175,heterogeneous storage,7.736938747190166e-05,0.001834590432408,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3078741067129884,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00176,heterogeneous storage,5.485376541742145e-05,0.0008470278796896,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.1339294753052502,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00177,heterogeneous storage,6.564265340796465e-05,0.0016034239438505,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3069296500945249,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00178,heterogeneous storage,4.3186473425116577e-05,0.0010358974413249,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3881795631260136,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00179,heterogeneous storage,4.958666094326328e-05,0.0010769519746172,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2581103405270944,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00180,heterogeneous storage,3.838323117320185e-05,0.0009520666315694,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.069582906840786,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00181,heterogeneous storage,2.670923661027123e-05,0.0011702234215618,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2237662487404135,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00182,heterogeneous storage,6.260427593978399e-05,0.0004745818483382,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.6622377327929512,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00183,heterogeneous storage,4.7354467167609685e-05,0.0008710776552031,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2450657296261582,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00184,heterogeneous storage,4.861799955712651e-05,0.0006187212191491,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.210309120936145,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00185,heterogeneous storage,4.574013793577409e-05,0.000678657213088,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.0898395458227914,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00186,heterogeneous storage,5.077636664316777e-05,0.0013558323482171,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3505845267393612,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00187,heterogeneous storage,6.278591665536324e-05,0.0010782642654967,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",3.5739567983336844,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00188,heterogeneous storage,5.0285986901354486e-05,0.001042800971818,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2811298978056445,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00189,heterogeneous storage,6.159906418434319e-05,0.0009888721440203,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.4476130755855263,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00190,heterogeneous storage,4.592248409294887e-05,0.0010890577259923,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.1578974246418243,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00191,heterogeneous storage,5.039996120925553e-05,0.0010108645724898,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.1602536180145826,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00192,heterogeneous storage,5.063981887871801e-05,0.0008765549909531,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.1735903306397035,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00193,heterogeneous storage,6.060741576055168e-05,0.0008915384236874,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2319800550953437,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00194,heterogeneous storage,1.230217479413326e-05,0.0011200609199929,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.873776097894948,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00195,heterogeneous storage,5.215425722496552e-05,0.0004107464755549,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.0368588015497997,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00196,heterogeneous storage,5.4762720368371225e-05,0.0009509000925819,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.4419139095674298,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00197,heterogeneous storage,5.410572825770167e-05,0.0010271156412385,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.1719667623616046,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00198,heterogeneous storage,7.23009853120652e-05,0.001133410522238,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.4991870731692014,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00199,heterogeneous storage,4.778878873754208e-05,0.0011625423208281,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.8569940645203349,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00200,heterogeneous storage,5.1009347885126345e-05,0.0004777146951573,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2973558186159,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00201,heterogeneous storage,3.0037615466861822e-05,0.001018230985081,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.5111631678807302,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00202,heterogeneous storage,6.851507291087431e-05,0.0012988888939456,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.599730983800595,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00203,heterogeneous storage,2.3985588785989783e-05,0.001017260036104,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.552731841495219,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00204,heterogeneous storage,8.766559105635431e-05,0.0010755357031295,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2835372537205691,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00205,heterogeneous storage,5.6877793996040165e-05,0.0008919336043468,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3344283399944823,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00206,heterogeneous storage,4.7790324484631386e-05,0.0010799978878521,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.4142972935416962,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00207,heterogeneous storage,3.186360529241076e-05,0.0004102810356061,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3191625628623798,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00208,heterogeneous storage,5.825743848652679e-05,0.001107739705395,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.5203364204783332,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00209,heterogeneous storage,4.6879246174830266e-05,0.0010030970069751,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2550003534516647,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00210,heterogeneous storage,4.729859188718244e-05,0.0006212802376862,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.058002831381139,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00211,heterogeneous storage,4.538091792968639e-05,0.0010370122137202,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.0737892019734057,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00212,heterogeneous storage,3.072434977879777e-05,0.0009914266546482,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",2.334410738595839,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00213,heterogeneous storage,5.083676736202039e-05,0.0011807297392132,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2155158871558207,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00214,heterogeneous storage,5.278521822533529e-05,0.0012996871470672,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.1505651494839262,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00215,heterogeneous storage,2.9805940802048608e-05,0.0018766350784434,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.501086262671146,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00216,heterogeneous storage,6.778258919807939e-05,0.0008750995986651,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2921886449568492,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00217,heterogeneous storage,4.612505051153081e-05,0.0010374566314144,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.1366128099296415,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00218,heterogeneous storage,5.836423444715183e-05,0.0006624141264152,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.983365685543172,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00219,heterogeneous storage,5.075722980751039e-05,0.0009745390769226,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.9584110284950704,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00220,heterogeneous storage,4.67349836973133e-05,0.0008217894399043,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.305170583092955,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00221,heterogeneous storage,5.55093627338927e-05,0.0010985834012816,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.472210651363718,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00222,heterogeneous storage,6.696834729169924e-05,0.0010241088852003,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3100841339428213,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00223,heterogeneous storage,5.5873794431413616e-05,0.0010087059329331,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.626767016455611,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00224,heterogeneous storage,2.9003923703256265e-05,0.0011019667784975,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",5.4551845289606815,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00225,heterogeneous storage,5.239245174473869e-05,0.0005431475390261,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3950697241274084,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00226,heterogeneous storage,3.234331499630571e-05,0.0010870154976015,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.1641697895242806,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00227,heterogeneous storage,5.0902048911451984e-05,0.0009945090633999,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3751808750273404,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00228,heterogeneous storage,4.96601836290108e-05,0.0013341631613809,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.0800330210563005,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00229,heterogeneous storage,4.88247404830463e-05,0.0010397251800732,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.0791647897803192,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00230,heterogeneous storage,4.692264360347231e-05,0.0007482665778435,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.1594054745892477,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00231,heterogeneous storage,0.0001007836935,0.000671471356033,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2071417255916286,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00232,heterogeneous storage,3.811601006998423e-05,0.0007793832601115,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",2.298893348477371,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00233,heterogeneous storage,3.078818708547047e-05,0.0010854014435574,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.5336297596930395,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00234,heterogeneous storage,5.0306163363838274e-05,0.0011553614535826,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.329537305777793,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00235,heterogeneous storage,4.122984455006294e-05,0.000927869972634,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.4741538986718974,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00236,heterogeneous storage,2.970225489713157e-05,0.0010142659856931,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",2.873521833848014,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00237,heterogeneous storage,4.4645938340246856e-05,0.0009499779513989,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3116306103159878,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00238,heterogeneous storage,1.7826546689326954e-05,0.0010152447745091,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2007981590333443,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00239,heterogeneous storage,3.6230474372669e-05,0.0009490221083049,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.1547543236721172,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00240,heterogeneous storage,6.022791380723086e-05,0.0010358557157891,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",2.255554554466344,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00241,heterogeneous storage,4.549408960432367e-05,0.0016850577862058,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2067035372354886,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00242,heterogeneous storage,2.6806650779455983e-05,0.0007706070445278,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.125106864194359,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00243,heterogeneous storage,5.144980744791709e-05,0.0013017152080582,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2048068220055907,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00244,heterogeneous storage,4.740501985916915e-05,0.00106457844778,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2651952034031952,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00245,heterogeneous storage,4.613504347375713e-05,0.0006394545184139,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3210043020966928,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00246,heterogeneous storage,5.106129486178315e-05,0.0009488713561387,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3501483949987485,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00247,heterogeneous storage,5.6153065037311714e-05,0.0009685498199005,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.5191470602834716,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00248,heterogeneous storage,4.0608757357029685e-05,0.000749177721726,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.269527208200686,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00249,heterogeneous storage,6.515214931828823e-05,0.0013015151667926,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2674798984736813,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00250,heterogeneous storage,5.296207284583102e-05,0.0008357634180009,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",2.417710172994288,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00251,heterogeneous storage,5.298380901586124e-05,0.0009518121709861,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2218841070066149,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00252,heterogeneous storage,0.0001080893185248,0.0010814654147919,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.286682856288568,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00253,heterogeneous storage,5.11538590988001e-05,0.0009824373931961,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.6017331858870714,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00254,heterogeneous storage,4.978650691597133e-05,0.0011243301604496,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2892078673508387,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00255,heterogeneous storage,5.411845594650165e-05,0.0006430247682011,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2039628592143836,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00256,heterogeneous storage,4.390269095846715e-05,0.0009691095945772,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.183292513882752,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00257,heterogeneous storage,6.339410778358354e-05,0.0009447351789429,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.6517932735731538,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00258,heterogeneous storage,5.312057503050449e-05,0.001020748230562,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3280462833293387,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00259,heterogeneous storage,3.871981252072498e-05,0.0012196956892271,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.1651879597519978,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00260,heterogeneous storage,6.525077196276312e-05,0.0008174377933941,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.224264239570391,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00261,heterogeneous storage,3.40227738204629e-05,0.0009642983726904,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2609153102715436,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00262,heterogeneous storage,6.32274474632061e-05,0.0009783524823363,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2971315484804324,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00263,heterogeneous storage,3.70961313235178e-05,0.0011660199468672,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3245898401752303,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00264,heterogeneous storage,5.6988301561122926e-05,0.0010910692828764,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",4.573174412439721,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00265,heterogeneous storage,5.795558196981398e-05,0.0007682788008654,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3139214581443572,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00266,heterogeneous storage,5.873058783858583e-05,0.000862003839038,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.4707942274671808,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00267,heterogeneous storage,3.723543473189619e-05,0.0005890952014742,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3165524032953992,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00268,heterogeneous storage,4.799404049362714e-05,0.0009798884507671,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2705930266203171,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00269,heterogeneous storage,5.342402264335995e-05,0.0009722955631563,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.1930088435794066,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00270,heterogeneous storage,5.484874030393428e-05,0.0014962138782164,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.0816962842885385,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00271,heterogeneous storage,4.727635189810062e-05,0.0005342140909092,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",2.0861394406721643,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00272,heterogeneous storage,3.886668954967363e-05,0.0010754171507887,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2359523914928925,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_heterogeneous_storage_00273,heterogeneous storage,4.993994960988818e-05,0.0010024293642425,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.3361114954029465,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
